coffee_shop_name,Text,star_rating
The Factory - Cafe With a Soul ," 11/9/2016 1 check-in Listed in In Search of Fantastic Coffee So, I really didn't want to write this review. I didn't want to tell anyone how awesome The Factory - Cafe With a Soul is because I don't want it overrun and super busy with no place to sit like so many other decent coffee shops in Austin. I happened to come in here with a friend mid-week and we sat here for several hours, enjoying the peace and quiet, the atmosphere, and the awesome coffee.  This place is a little eclectic - lots of peculiar art, books, games, knick-knacks, and an almost head-scratching drink and food menu. Waffles and pop tarts...and beer? And... coffee mojitos? Well, it works. Whatever is going on here, it works fabulously. They serve Stumptown Coffee, which as someone from the Northwest, I totally appreciate. They also brew coffee correctly. There is not a hint of bitterness or overcooked milk going on here. The iPad ordering screens are mostly cool, (although they need more options for customization) and the million different types of seating, (couches, pillows, swings, big chairs, little chairs, bar seating, regular tables) is both delightful and refreshing. The baristas make foam art - something that I have only seen at Houndstooth here in Austin. Hanging out here was a wonderful experience - this is a five star establishment, the best coffee house I've been to in Austin, and I will be back - time and time again. Double espresso with tonic water. Beautiful Macha A beary lovely mocha! ", pos 
The Factory - Cafe With a Soul , 11/6/2016 Really love the atmosphere here! I frequent coffee shops and this one is definitely unique and worth checking out.  Pros: great atmosphere Friendly staff Good hangout/ study environment Beautiful lighting Tasty drinks  Cons: no wifi Slightly pricey Pretty things Love all the details here. It just has good vibes. Definitely the perfect cafe atmosphere. See all photos from Sierra L. for The Factory - Cafe With a Soul , pos 
The Factory - Cafe With a Soul ," 10/25/2016 1 check-in Check out this video for a review! youtube.com/watch?v=N8Ki…  Cool new place in Austin! It's always great to see places doing something new and unique. The seating arrangements and atmosphere are definitely fun. One thing is that there's no internet, so don't plan on coming here to get stuff done!  You get to order on an ipad! yay.  Pros: - the drink choices are really great. You can get something that you want. You can even get beer here. - great for pictures and enjoying some time off. Sit on a swing ... while playing chase. - parking is plentiful in the plaza area. - friendly baristas  Cons: - food menu isn't too big, but that's okay. Not gluten free for the wife. - very pricey. If you need a place to come on a weekly basis, you're going to need to be a balla. ", pos 
The Factory - Cafe With a Soul ," 10/15/2016 1 check-in Note: Do not come here if you're looking for a place to work remotely! There is no WiFi and no outlets. Staff says they are hoping to create an environment where people socialize and enjoy each other's company rather than being on their phones.  For a spot to catch up with friends over coffee and pastries, I highly recommend coming here! There is ample seating, an open layout, and a lot to look at  and talk about including wooden swings, books and a chess board on a table, and a cute corner of pillows in another corner.  They serve coffee drinks, waffles, and pastries. The pop tart was extremely sweet, so much so that I was unable to finish even half. Their cortado was pretty good. The food and drinks are quite pricey here, which makes me question returning.  Presentation and ambience wise, I give this place 5 stars! But price and food, probably a 3. ", pos 
The Factory - Cafe With a Soul , 12/1/2016 So much aesthetic in this place. I love every corner of this coffee shop. The only downside is there's no wifi. Their matcha latte is to die for! See all photos from Rojean S. for The Factory - Cafe With a Soul , pos 
The Factory - Cafe With a Soul ," 10/12/2016 1 check-in Checked out The Factory this past Sunday with my husband. We wanted to try their delicious looking waffles and were definitely not disappointed.  Husband ordered an iced coffee drink that was delicious, but it wasn't as good as my Golden Age of Milk Tea, well worth the 10 minute wait for the tea to steep.  We both ordered the Nutella Waffle and it was perfect. From the wood plate with the AMAZING paper liner printed with a famous person and an inspirational quote from them. I wanted just the paper because it was so cute and well done. The waffle is basically half a waffle, spread with Nutella and a layer of bananas, then folded in half. While small, it was a perfect amount, the bananas balancing out the sweetness of the Nutella. The waffle itself was crisp perfection, providing a crunch to the meal. The menu is very limited: there was the nutella waffle and a fried chicken waffle. I'm hoping they'll eventually serve other waffles, but totally respect their decision to start small.  The space is gorgeous. From the swings to the mural above the bar, everything looks meticulously planned out. And here is where my biggest advice comes: this place is really not for kids. The way the seating is set up is really for larger people and there is definitely no place for high chairs. While there is giant magnetic poetry on one of the columns, a crazy chair outside and a couple of table games, the giant chess set looks risky for grabby kids. If you have a well-behaved child who can handle it, I would think its fine. However, I watched several families come in and either leave or order to go, commenting it wasn't the best space for them. While this doesn't bother me (I love kidless spaces), it might be jarring to someone expecting to have brunch with the family.  I am so excited to become a regular here! Great new spot! ", pos 
The Factory - Cafe With a Soul ," 10/10/2016 This place is so cute. New favorite coffee spot on Burnet/in Northcross. Almost wish I was still in grad school,  so I would have an excuse to be there everyday.  Amazing coffee and best chicken & waffles ever! The chicken was seasoned perfectly and made for a delicious savory brunch (with the house made slaw they give you on the side). The olive oil cake was also awesome, light and sweet. Perfect coffee companion. My husband and I will definitely be back, as we loved everything and felt it was all very reasonable priced. Olive oil cake, chicken & waffle and 15-minutes-of-fame coffee! So good. ", pos 
The Factory - Cafe With a Soul ," 10/25/2016 Tried this new cafe spot on Burnet with a friend - unassuming storefront, the decor is quaint af and you have to order from iPads at the counter and then choose a place to sit.  Not a brunch spot as we had thought, just a cafe with a couple of food options. The Nutella waffles we got were on point - there's also a chicken option.  The cold brew coffee was fantastic and my friend's milk tea turned out great too.  Good spot for conversations. Only knocking down a star for the limited options. I hope they add more items to the menu! Milk tea - humongous!! Nutella banana waffles Love the illustrations! See all photos from Ramya B. for The Factory - Cafe With a Soul ", pos 
The Factory - Cafe With a Soul ," 11/16/2016 The greeting of an atmosphere it feels I created. This place speaks to my free spirited soul, with matcha lattes, swings inside that still fit in, pillows, and waffles. This might be the next artist home where computers aren't encouraged by the architecture, but books, talking and chess are. Matcha latte with lactose free milk and house book ", pos 
The Factory - Cafe With a Soul ," 11/17/2016 Craft coffee drinks, tea, and beer/wine. Friendly staff, good music and nice atmosphere complete with with a few rope swings from he ceiling. And let's not forget the amazing waffles!! Nice place to chill with friends. ", pos 
The Factory - Cafe With a Soul ," 11/9/2016 1 check-in Guys, this place is amazing. Limited food menu but both waffle offerings will blow you away! Crazy good spices on the chicken. The coffee and matcha were both stellar as well. Service was friendly and efficient. The space is stunning and cozy. Highly recommend. Will be my new go-to relaxation spot in the area. ", pos 
The Factory - Cafe With a Soul ," 12/2/2016 What a fantastic atmosphere. I dropped in to catch up on some work and found a fantastic atmosphere and a great staff. I wish I could work here every day. I had the Darling pour-over and olive bread, and camped out near the pop-art fabric fire in the fireplace nook. Wallace (owner) and his team were spot-on with service and help. Full disclosure: The place is so beautiful on the inside that I Instagrammed it - couldn't help it, I claimed it for my own, like dozens of other folks. Highly recommended, so get here when you can! ", pos 
The Factory - Cafe With a Soul ," 12/1/2016 This place is amazing! No wifi, but that's fine. it's meant to be a place to hang out with friends, socialize or by yourself reading a good book! ", pos 
The Factory - Cafe With a Soul ," 11/11/2016 I never write Yelp reviews, ever. But when I walked in here it felt like I was in a hipster Alice in wonderland. The decor is spot on and they left no details out. The Marymint Monroe is really amazing and the chicken and waffle is really good. The staff is so wonderful too, you could tell they really love what they're doing. The swings are a nice touch too! ", pos 
The Factory - Cafe With a Soul ," 11/9/2016 Really cute and heavily hipster atmosphere. We tried this place late night on Saturday and enjoyed the first visit. You will want to try their swing for sure. Seating space is somewhat limited and no wifi is available, so be aware. This is more like a place for you to enjoy its atmosphere. Drinks were good, though make sure you have enough in your bank account because their drinks are probably not for broke college students. That swing! ", pos 
The Factory - Cafe With a Soul , 10/13/2016 1 check-in I really enjoyed my visit here. I ordered the cortado and chicken waffle. Both were excellent.  The space is very Instagram worthy.  Awesome mural. Staff was very friendly too and I loved the iPad ordering system. Chicken waffle and cortado paired with sparkling water to cleanse the palate , pos 
The Factory - Cafe With a Soul ," 11/10/2016 7 check-ins The Factory Cafe is overall such a beautiful and really cool place to just hang out with friends or work on homework. You'll probably see the people around you taking the time to perfect their aesthetic Instagram pictures and Snapchat stories (myself included). Although the cafe itself doesn't provide wifi, it's within range of other places with wifi so that shouldn't deter you from going! This place looks like it literally came straight off of Pinterest! So cute! ", pos 
The Factory - Cafe With a Soul ," 11/23/2016 1 check-in My best friend and I came to The Factory after seeing it on a couple of best new Austin brunch lists. It's super cute and trendy, to the point where it feels kind of out of place in a strip mall. Although I loved the interior design and general ambiance of the place, I was a little disappointed with the menu. This is more of a coffee shop than a cafe - their food options are pretty limited. My friend ordered the chicken and waffles and I ordered Nutella waffles with strawberries and bananas. For the price I paid, the portions were definitely on the smaller side. I enjoyed my meal still, but it's hard to mess up Nutella and fruit, so I wasn't particularly impressed. I would love to come back to study sometime but since they don't have wifi, I don't think it'll be likely. ", neutral 
The Factory - Cafe With a Soul ," 10/16/2016 My only complaint and desire and heart wish is for this place to be open longer and to allow for Wifi. This place makes my heart happy, it motivates me to study because I want to come here, and it makes me wish I had time to settle and read a wonderful book. The atmosphere is PERFECT, the workers are GENEROUS AND KIND, it's a beautiful place to be. ", pos 
The Factory - Cafe With a Soul ," 10/7/2016 1 check-in Came in on the first day of opening, hours currently 6am-2pm. At some point they'll stay open till 12 midnight. I think this might be the most beautiful cafe in Austin, the interior is charming, snazzy, cozy. There's even a pair of swings to sit on while you enjoy your coffee and play a game of chess. I ordered the Marymint Monroe, basically a mint mojito. It's been a while since I've been to Philz coffee so it's hard to compare, but I think the Marymint is a little creamier. Also had the banana nutella waffle, bananas and nutella are always a winning combination, can't go wrong there. No wifi yet but I'm sure it will come soon. Friendly staff, delicious offerings, antique filament lightbulbs and best of all, Bieber and MJ high above on a mural watching over you. This place is aces. Golden age of milk tea See all photos from Khang H. for The Factory - Cafe With a Soul ", pos 
The Factory - Cafe With a Soul ," 11/2/2016 Interesting new coffee place with a vibe that blends posh, hipster, and comfy.  Medium roasted beans have a milder, sweeter flavor than your typical Starbucks espresso shot, so be aware that the coffee tastes less bitter but packs more of a caffeine punch!  This place has homemade pop tarts! ", pos 
The Factory - Cafe With a Soul ," 10/15/2016 This place is really nice. They have done a great job... It's the type of place that you could spend hours in. They have a small menu right now, but their drinks, waffles, and pastries are really well made. We'll definitely be coming back soon.... like tomorrow. Viva Matcha Latte and Pop-art ", pos 
The Factory - Cafe With a Soul ," 10/18/2016 I got waffle wasted at The Factory!!! Not your average coffee shop! Super social without wifi, novel idea! ", pos 
The Factory - Cafe With a Soul , 10/7/2016 1 check-in Marymint Monroe  + Chicken and waffles samich = my favorite cafe in Austin.  ... Ohhh and decor is pretty sweet too , pos 
The Factory - Cafe With a Soul ," 11/22/2016 Cute, eclectic furniture and lots of things to do! Gorgeous seating vignettes, lots of space, classy decor. Only thing to watch out for--no wifi...not really a place to do work or study, but great place to chill! My friends and I (6 of us total) found space to play a board game, and had a blast! ", pos 
The Factory - Cafe With a Soul , 11/21/2016 1 check-in This place is fantastic! Ideal place for grabbing a frothy matcha latte and a chicken & waffle. A bit different in the way that you order. Definitely a nice hang-out for millenials or anyone who works in the area and is on a lunch break. Wifi is within reach but they don't have it themselves. , pos 
The Factory - Cafe With a Soul ," 11/14/2016 Enthusiastic and earnest desire to be excellent, try new things and develop new menu ideas, smiles, not in your face - best almond pound cake I've ever had (worth the 5 stars alone), and a fantastic cup of red rooibos iced tea.  next to Hanabi.  fantastic new spot. ", pos 
The Factory - Cafe With a Soul ," 10/13/2016 The factory is gonna be my new coffee spot. No words can describe the Amazing atmosphere upon walking in. Comfortable seating, hip music, great interior finishes and table games. The intuitive ipad ordering system was quite fascinating as well with its ease of use. Great service and tastes great! Great job! ", pos 
The Factory - Cafe With a Soul ," 11/2/2016 I was so pleasantly surprised by this place! I only went because I had time to kill and they were the only coffee shop nearby open until 2 am. But I'm so glad I tried it out. It's not your typical Austin coffee shop. The quality of the drinks here was top notch, and they offer unique food and drinks. I had the macha latte (I think that's what it was called) and it was fantastic! The people were so friendly, the decor was beautiful, with plenty of comfortable seating (including swings from the ceiling!), and it was just the perfect place to chill with friends. I'll definitely be coming back! ", pos 
The Factory - Cafe With a Soul ," 11/30/2016 Love this place. I really appreciate the lack of wifi. Makes it much easier to have good conversations or lose yourself in a good book. Agree that it's a bit pricey, but the drinks are really good. ", pos 
The Factory - Cafe With a Soul ," 11/26/2016 1 check-in I love the deco a lot, it's a really good place to chill, it's modern, unique and appreciate the aesthetics, so I give that 5 stars, but the coffee was really disappointing. I ordered a coffee and it was a lot smaller than the picture on the menu and it was really expensive. It didn't taste good either. Other than there being no outlets and expensive coffee, this place is great. ", neutral 
The Factory - Cafe With a Soul ," 11/12/2016 Great coffee, food and atmosphere! Love the set-up. Order on an iPad and they call your name out when your food is ready. ", pos 
The Factory - Cafe With a Soul ," 10/30/2016 1 check-in Super cute place for lounging and chatting up with a friend. The chicken and waffle was delicious. Chicken was cooked to perfection! Super moist chicken with fluffy waffle...more of a snack than a meal, so don't go here expecting to be filled with a meal. ", pos 
The Factory - Cafe With a Soul , 10/29/2016 First time checking this place out first time. Pretty swag. Nice assortment of drinks. I got the 15 minutes of fame. Also got the poptart. Delicious!  Next time I'll try the Marymount Monroe. Will definitely come back soon. , pos 
The Factory - Cafe With a Soul ," 10/19/2016 The matcha lattes are amazing! Great atmosphere, great food and drink, and everything is plated beautifully. The kind of place where you can tell the employees take pride in their work. I'll definitely be back often. ", pos 
The Factory - Cafe With a Soul ," 10/6/2016 First to Review The Factory is AWESOME! What a great spot! I had the chicken and waffles (new take, but I now have cravings for them!), the homemade Poptart was so fun and such a delight. In terms of beverages got the drink with the chicory in it (I'm a big chicory fan) and it was perfect! ", pos 
The Factory - Cafe With a Soul ," 11/21/2016 This spot is super cute (""like eating in a Pottery Barn""), with drinks that are unique and with a somewhat limited menu. We tried the chicken and waffles, which was surprisingly delicious and our drinks were also tasty. I had the Livin La Vida Mocha and my husband had the pour over. I will definitely return with company, but prices weren't good enough to make this a regular stop in our rotation. ", pos 
The Factory - Cafe With a Soul ," 10/7/2016 Love the Factory. Good coffee, tasty chicken and waffles and awesome atmosphere. Definitely recommend the Nutella waffle. ", pos 
The Factory - Cafe With a Soul , 10/28/2016 AMAZING atmosphere! I walked around for 5 minutes looking at everything before even ordering.  Most unique take on chicken and waffles I've ever had. Hands down best night time hangout in North Austin. P.S.... their Matcha Latte is to die for! , pos 
The Factory - Cafe With a Soul ," 10/9/2016 1 check-in I am very impressed with this place. The food portions were so perfect and not mention delicious! The waffle architects (staff) were all so accommodating and nice. We were able to talk to one of the owners for a bit and he was very helpful with his recommendations and accurate. I highly recommend this place. I will definitely be coming back when I am in Austin again. Nutella and Banana waffles. Chicken and Waffles, Olive Oil Pound Cake, and Milk Tea! Yummy. ", pos 
The Factory - Cafe With a Soul , 10/16/2016 Amazing coffee! Waffle banana and nutella is incredible! Beautiful place! The service is great! Everything is just perfect! , pos 
The Factory - Cafe With a Soul ," 10/9/2016 The cafe is beautiful, the coffee was fantastic and very well presented, and the food was delicious. Must try! ", pos 
The Marvelous Vintage Tea Party Co. ," 9/14/2016 Working with Sophie is an amazing, unique experience. Her creativity blows me away every single time. I would Highly recommend booking her for your next event! ", pos 
The Marvelous Vintage Tea Party Co. ," 5/4/2015 My wife and I used Sophie and her team to organize all the details of a 1914-themed party to celebrate the 100th birthday of our house.  Every detail was perfect (and there were LOTS of details: vintage dance lessons, tin type photography, absinthe fountains and period decor and snacks), her team was delightful and everyone who came had a fantastic time.  We've hosted countless parties, and I can confidently say that this was the best one we have ever had, thanks to Sophie.  I highly recommend their services. ", pos 
The Marvelous Vintage Tea Party Co. ," 5/13/2015 I have worked with Sophie and her team and they are just such a pleasure! Fantastic and actually vintage pieces, great attention to detail, and so many different and creative ways to customize each party and make it your own. And she crafts too! I bought one of her lovely china tea cup stands for a friends Christmas gift and it was absolutely marvelous, just like everything else Sophie touch! Can't wait to work with you again, Sophie! I wish I could have my own tea party! ", pos 
The Marvelous Vintage Tea Party Co. ," 11/1/2013 Sophie and her marvelous staff hosted my engagement/ our birthday party. It was a 1020s themed putting on the ritz. Best party I have ever had and her staff is so fun and professional. Along with Sophie herself who is all class and grace. She put so much detail into my party, it was better than I could ever imagine. Thank you so much for the best night ever and taking all the stress away. ", pos 
The Marvelous Vintage Tea Party Co. ," 4/16/2013 Sophie hosted an amazing vintage tea party for my daughter's girl scout troop. The decor was beautiful, she creates a wonderful atmosphere. The girls had an amazing time and loved every minute of it. My daughter even asked if she can have a tea party for her birthday. It was just a wonderful experience. Thank you Sophie! ", pos 
The Marvelous Vintage Tea Party Co. ," 4/23/2012 First to Review Loved having Sophie come out and put together a tea party at my house...she is a doll and so professional. Enormously helpful that she also offers vintage hair and makeup services; my girlfriends and I were able to go all out! Definitely a unique experience...it's not your grandmother's tea party, that's for sure  :) ", pos 
The Marvelous Vintage Tea Party Co. ," 11/19/2012 Sophie at Marvelous Vintage Tea Party Company was absolutely amazing to work with. She puts in a huge amount of time and effort into planning exactly what you want at a budget you are comfortable with. What I especially liked about this was the fact that she's willing to let customers handle certain aspects of the event if they'd like to make their budget smaller. For example, she suggested we purchase our own flowers at wholesale. She also has connections with a liquor merchant in Austin that allows you 15% off your alcohol purchases for the event--a fantastic deal! In terms of venue, a MVTPC celebration can be hosted anywhere in the Austin areas--Sophie was more than willing to drive to Round Rock to make our celebration happen. Finally, Sophie's attention to detail and vast selection of vintage decor and delicious menu selections are sure to make your celebration a HUGE success! ", pos 
The Marvelous Vintage Tea Party Co. ," 6/25/2012 I randomly ended up and at one of these vintage tea parties a few months ago for one of my buddy's 30th B-day! What a delightful experience! I have no point of comparison, because there is nothing like this in Texas, and for all i know the states! I was invited and prompted to dress in a colorful vintage suit, as the theme for our gentlemen's tea party was FILM NOIR. Delicious fresh pastries, beer, whiskey, tea, laughs, and french gypsy jazz music accompanied our afternoon! Sophie, our fabulous host and owner is on to something! Sophie and her ladies, catered to all our needs and ensured a beautiful memory i will never forget! ", pos 
The Marvelous Vintage Tea Party Co. , 2/21/2014 Omg Sophia the owner is amazing. She is so professional and delightful to work with. Her inventory of  decor is so beautiful .I threw a mad hatters tea party bridle shower for a dear friend and rented  all the decor from the marvelous vintage tea party co. It helped really set off my party. Everybody was amazed .Sophia is a angel and would highly recommend her to anyone. , pos 
